text,type
"Disease: {'disease_id': 'dis_05250', 'disease_name': 'Inherited Thyroxine Binding Globulin Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05251', 'disease_name': 'Iniencephaly', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05252', 'disease_name': 'Injury Of The Ankle', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05253', 'disease_name': 'Injury To Internal Organ', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05254', 'disease_name': 'Injury To The Abdomen', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05255', 'disease_name': 'Injury To The Arm', 'description': 'Injury to the arm refers to damage to muscles, bones, ligaments, or skin in the arm area from trauma, leading to pain, swelling, bruising, or limited movement.', 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_05256', 'disease_name': 'Injury To The Face', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05257', 'disease_name': 'Injury To The Finger', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05258', 'disease_name': 'Injury To The Hand', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05259', 'disease_name': 'Injury To The Hip', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05260', 'disease_name': 'Injury To The Knee', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05261', 'disease_name': 'Injury To The Leg', 'description': 'Injury to the leg includes trauma to any part of the leg such as the thigh, knee, shin, or ankle, potentially involving muscles, bones, or ligaments.', 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_05262', 'disease_name': 'Injury To The Shoulder', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05263', 'disease_name': 'Injury To The Spinal Cord', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05264', 'disease_name': 'Injury To The Trunk', 'description': 'Injury to the trunk includes trauma to the chest, abdomen, or back areas, possibly involving internal organs, muscles, or bones, and can range from minor bruises to serious internal damage.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_05265', 'disease_name': 'Insect Bite', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05266', 'disease_name': 'Insomnia', 'description': nan, 'causes': ""Secondary Insomnia Secondary insomnia is the symptom or side effect of another problem. This type of insomnia often is a symptom of an emotional, neurological, or other medical or sleep disorder. Emotional disorders that can cause insomnia include depression, anxiety, and posttraumatic stress disorder. Alzheimer's disease and Parkinson's disease are examples of neurological disorders that can cause insomnia. Many other disorders or factors also can cause insomnia, such as: Conditions that cause chronic (ongoing) pain, such as arthritis and headache disorders Conditions that make it hard to breathe, such as asthma and heart failure An overactive thyroid Gastrointestinal disorders, such as heartburn Stroke Sleep disorders, such as restless legs syndrome and sleep-related breathing problems Menopause and hot flashes Secondary insomnia also can be a side effect of some medicines. For example, certain asthma medicines, such as theophylline, and some allergy and cold medicines can cause insomnia. Beta blockers also can cause the condition. These medicines are used to treat heart conditions. Commonly used substances also can cause insomnia. Examples include caffeine and other stimulants, tobacco and other nicotine products, and alcohol and other sedatives. Primary Insomnia Primary insomnia isn't a symptom or side effect of another medical condition. It is its own distinct disorder, and its cause isnt well understood. Primary insomnia usually lasts for at least 1 month. Many life changes can trigger primary insomnia. It may be due to major or long-lasting stress or emotional upset. Travel or other factors, such as work schedules that disrupt your sleep routine, also may trigger primary insomnia. Even if these issues are resolved, the insomnia may not go away. Trouble sleeping can persist because of habits formed to deal with the lack of sleep. These habits might include taking naps, worrying about sleep, and going to bed early. Researchers continue to try to find out whether some people are born with an increased risk for primary insomnia."", 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 5}",disease
"Disease: {'disease_id': 'dis_05267', 'disease_name': 'Insulin Like Growth Factor I Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05268', 'disease_name': 'Insulin Overdose', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05269', 'disease_name': 'Insulin Resistance And Prediabetes', 'description': nan, 'causes': ""Although the exact causes of insulin resistance are not completely understood, scientists think the major contributors to insulin resistance are excess weight and physical inactivity. Excess Weight Some experts believe obesity, especially excess fat around the waist, is a primary cause of insulin resistance. Scientists used to think that fat tissue functioned solely as energy storage. However, studies have shown that belly fat produces hormones and other substances that can cause serious health problems such as insulin resistance, high blood pressure, imbalanced cholesterol, and cardiovascular disease (CVD). Belly fat plays a part in developing chronic, or long-lasting, inflammation in the body. Chronic inflammation can damage the body over time, without any signs or symptoms. Scientists have found that complex interactions in fat tissue draw immune cells to the area and trigger low-level chronic inflammation. This inflammation can contribute to the development of insulin resistance, type 2 diabetes, and CVD. Studies show that losing the weight can reduce insulin resistance and prevent or delay type 2 diabetes. Physical Inactivity Many studies have shown that physical inactivity is associated with insulin resistance, often leading to type 2 diabetes. In the body, more glucose is used by muscle than other tissues. Normally, active muscles burn their stored glucose for energy and refill their reserves with glucose taken from the bloodstream, keeping blood glucose levels in balance. Studies show that after exercising, muscles become more sensitive to insulin, reversing insulin resistance and lowering blood glucose levels. Exercise also helps muscles absorb more glucose without the need for insulin. The more muscle a body has, the more glucose it can burn to control blood glucose levels. Other Causes Other causes of insulin resistance may include ethnicity; certain diseases; hormones; steroid use; some medications; older age; sleep problems, especially sleep apnea; and cigarette smoking. Does sleep matter? Yes. Studies show that untreated sleep problems, especially sleep apnea, can increase the risk of obesity, insulin resistance, and type 2 diabetes. Night shift workers may also be at increased risk for these problems. Sleep apnea is a common disorder in which a person's breathing is interrupted during sleep. People may often move out of deep sleep and into light sleep when their breathing pauses or becomes shallow. This results in poor sleep quality that causes problem sleepiness, or excessive tiredness, during the day. Many people aren't aware of their symptoms and aren't diagnosed. People who think they might have sleep problems should talk with their health care provider. More information about sleep problems is available from the National Heart, Lung, and Blood Institute at http://www.nhlbi.nih.gov/health/resources/sleep."", 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05270', 'disease_name': 'Insulinoma', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05271', 'disease_name': 'Intellectual Deficit Short Stature Hypertelorism', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05272', 'disease_name': 'Intellectual Disability Athetosis Microphthalmia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05273', 'disease_name': 'Intellectual Disability Developmental Delay Contractures Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05274', 'disease_name': 'Intellectual Disability Epileptic Seizures Hypogonadism And Hypogenitalism Microcephaly And Obesity', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05275', 'disease_name': 'Interstitial Lung Disease', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05276', 'disease_name': 'Intertrigo Skin Condition', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05277', 'disease_name': 'Intervertebral Disc Disease', 'description': nan, 'causes': 'What causes intervertebral disc disease? Intervertebral disc disease (IDD) is a multifactorial disorder, which means that both genetic and environmental factors probably interact to predispose an individual to the condition. It is likely that several factors are needed for development of IDD. Factors such as occupational stress, trauma, or obesity, together with genetic alterations, may result in the structural weakness of a disc, cause a herniation, and possibly initiate a cascade of events leading to sciatica and pathological disc changes. One of the best-known environmental risk factors for IDD is vibration in occupational driving. Inflammation is also likely to play an important role in the progression of this process.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05278', 'disease_name': 'Intestinal Cancer', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05279', 'disease_name': 'Intestinal Disease', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05280', 'disease_name': 'Intestinal Malabsorption', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05281', 'disease_name': 'Intestinal Obstruction', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05282', 'disease_name': 'Intestinal Pseudo Obstruction', 'description': nan, 'causes': 'Problems with nerves, muscles, or interstitial cells of Cajal cause intestinal pseudo-obstruction. Interstitial cells of Cajal are called pacemaker cells because they set the pace of intestinal contractions. These cells convey messages from nerves to muscles. Problems with nerves, muscles, or interstitial cells of Cajal prevent normal contractions of the intestines and cause problems with the movement of food, fluid, and air through the intestines. Primary or idiopathic intestinal pseudo-obstruction is intestinal pseudo-obstruction that occurs by itself. In some people with primary intestinal pseudo-obstruction, mutations, or changes, in genestraits passed from parent to childcause the condition. However, health care providers do not typically order genetic testing for an intestinal pseudo-obstruction, as they dont commonly recognize gene mutations as a cause. Some people have duplications or deletions of genetic material in the FLNA gene. Researchers believe that these genetic changes may impair the function of a protein, causing problems with the nerve cells in the intestines.1 As a result, the nerves cannot work with the intestinal muscles to produce normal contractions that move food, fluid, and air through the digestive tract. Also, these genetic changes may account for some of the other signs and symptoms that can occur with intestinal pseudo-obstruction, such as bladder symptoms and muscle weakness. A condition called mitochondrial neurogastrointestinal encephalopathy may also cause primary intestinal pseudo-obstruction. In people with this condition, mitochondriastructures in cells that produce energydo not function normally. Mitochondrial neurogastrointestinal encephalopathy can also cause other symptoms, such as problems with nerves in the limbs and changes in the brain. Secondary intestinal pseudo-obstruction develops as a complication of another medical condition. Causes of secondary intestinal pseudo-obstruction include - abdominal or pelvic surgery - diseases that affect muscles and nerves, such as lupus erythematosus, scleroderma, and Parkinsons disease - infections - medications, such as opiates and antidepressants, that affect muscles and nerves - radiation to the abdomen - certain cancers, including lung cancer', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05283', 'disease_name': 'Intestinal Pseudoobstruction Neuronal Chronic Idiopathic X Linked', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05284', 'disease_name': 'Intracerebral Hemorrhage', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05285', 'disease_name': 'Intracranial Abscess', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05286', 'disease_name': 'Intracranial Hemorrhage', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05287', 'disease_name': 'Intrahepatic Cholangiocarcinoma', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05288', 'disease_name': 'Intrahepatic Cholestasis Of Pregnancy', 'description': nan, 'causes': 'What causes intrahepatic cholestasis of pregnancy? Largely, the cause of intrahepatic cholestasis of pregnancy (ICP) is unknown. ICP is present in approximately 1% of pregnancies in the United States. It is thought to be caused by a mixture of genetic, hormonal, and environmental factors. Risk factors include: A personal or family history of cholestasis of pregnancy A history of liver disease A multiple gestation pregnancy (twins, triplets, etc) Approximately 15% of women with ICP have a mutation in either the ABCB11 orABCB4 gene. Mutations within these genes increase the likelihood that a woman will develop ICP. Mutations within the ABCB11 and ABCB4 gene(s) are inherited in an autosomal dominant manner. This means that in order to be affected, a person only needs a change in one copy of the responsible gene in each cell. In some cases, an affected person inherits the mutation from an affected parent. Other cases may result from new (de novo) mutations within the gene. A person with a mutation in either theABCB11 or ABCB4 gene has a 50% chance with each pregnancy of passing along the altered gene to his or her child.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05289', 'disease_name': 'Intranuclear Rod Myopathy', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05290', 'disease_name': 'Intraocular Uveal Melanoma', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05291', 'disease_name': 'Intrauterine Growth Restriction Metaphyseal Dysplasia Adrenal Hypoplasia Congenita And Genital Anomalies', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05292', 'disease_name': 'Intrauterine Growth Retardation With Increased Mitomycin C Sensitivity', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05293', 'disease_name': 'Intravenous Leiomyomatosis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05294', 'disease_name': 'Intussusception', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05295', 'disease_name': 'Irak 4 Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05296', 'disease_name': 'Iridocorneal Endothelial Syndrome', 'description': nan, 'causes': 'What causes iridocorneal endothelial (ICE) syndrome? The cause of this disease is unknown. However, it has been theorized that a viral infection, such as Herpes simplex virus (HSV) or Epstein-Barr virus (EBV) may be the trigger that causes the cornea to swell.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05297', 'disease_name': 'Iridocyclitis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05298', 'disease_name': 'Iron Deficiency Anemia', 'description': nan, 'causes': ""Not having enough iron in your body causes iron-deficiency anemia. Lack of iron usually is due to blood loss, poor diet, or an inability to absorb enough iron from food. Blood Loss When you lose blood, you lose iron. If you don't have enough iron stored in your body to make up for the lost iron, you'll develop iron-deficiency anemia. In women, long or heavy menstrual periods or bleeding fibroids in the uterus may cause low iron levels. Blood loss that occurs during childbirth is another cause of low iron levels in women. Internal bleeding (bleeding inside the body) also may lead to iron-deficiency anemia. This type of blood loss isn't always obvious, and it may occur slowly. Some causes of internal bleeding are: A bleeding ulcer, colon polyp, or colon cancer Regular use of aspirin or other pain medicines, such as nonsteroidal anti-inflammatory drugs (for example, ibuprofen and naproxen) Urinary tract bleeding Blood loss from severe injuries, surgery, or frequent blood drawings also can cause iron-deficiency anemia. Poor Diet The best sources of iron are meat, poultry, fish, and iron-fortified foods (foods that have iron added). If you don't eat these foods regularly, or if you don't take an iron supplement, you're more likely to develop iron-deficiency anemia. Vegetarian diets can provide enough iron if you eat the right foods. For example, good nonmeat sources of iron include iron-fortified breads and cereals, beans, tofu, dried fruits, and spinach and other dark green leafy vegetables. During some stages of life, such as pregnancy and childhood, it may be hard to get enough iron in your diet. This is because your need for iron increases during these times of growth and development. Inability To Absorb Enough Iron Even if you have enough iron in your diet, your body may not be able to absorb it. This can happen if you have intestinal surgery (such as gastric bypass) or a disease of the intestine (such as Crohn's disease or celiac disease). Prescription medicines that reduce acid in the stomach also can interfere with iron absorption."", 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 5}",disease
"Disease: {'disease_id': 'dis_05299', 'disease_name': 'Iron Refractory Iron Deficiency Anemia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05300', 'disease_name': 'Irons Bhan Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05301', 'disease_name': 'Irritable Bowel Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05302', 'disease_name': 'Irritable Bowel Syndrome In Children', 'description': nan, 'causes': 'The causes of IBS are not well understood. Researchers believe a combination of physical and mental health problems can lead to IBS. The possible causes of IBS in children include the following: - Brain-gut signal problems. Signals between the brain and nerves of the small and large intestines, also called the gut, control how the intestines work. Problems with brain-gut signals may cause IBS symptoms, such as changes in bowel habits and pain or discomfort. - GI motor problems. Normal motility, or movement, may not be present in the colon of a child who has IBS. Slow motility can lead to constipation and fast motility can lead to diarrhea. Spasms, or sudden strong muscle contractions that come and go, can cause abdominal pain. Some children with IBS also experience hyperreactivity, which is an excessive increase in contractions of the bowel in response to stress or eating. - Hypersensitivity. Children with IBS have greater sensitivity to abdominal pain than children without IBS. Affected children have been found to have different rectal tone and rectal motor response after eating a meal. - Mental health problems. IBS has been linked to mental health, or psychological, problems such as anxiety and depression in children. - Bacterial gastroenteritis. Some children who have bacterial gastroenteritisan infection or irritation of the stomach and intestines caused by bacteriadevelop IBS. Research has shown a connection between gastroenteritis and IBS in adults but not in children. But researchers believe postinfectious IBS does occur in children. Researchers do not know why gastroenteritis leads to IBS in some people and not others. - Small intestinal bacterial overgrowth (SIBO). Normally, few bacteria live in the small intestine. SIBO is an increase in the number of bacteria or a change in the type of bacteria in the small intestine. These bacteria can produce excess gas and may also cause diarrhea and weight loss. Some researchers believe that SIBO may lead to IBS, and some studies have shown antibiotics to be effective in treating IBS. However, the studies were weak and more research is needed to show a link between SIBO and IBS. - Genetics. Whether IBS has a genetic cause, meaning it runs in families, is unclear. Studies have shown that IBS is more common in people with family members who have a history of GI problems. However, the cause could be environmental or the result of heightened awareness of GI symptoms.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05303', 'disease_name': 'Isaacs Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05304', 'disease_name': 'Ischemia Of The Bowel', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05305', 'disease_name': 'Ischemic Heart Disease', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05306', 'disease_name': 'Isobutyryl Coa Dehydrogenase Deficiency', 'description': nan, 'causes': 'What causes isobutyryl-CoA dehydrogenase deficiency (IBD deficiency)? IBD deficiency is caused by mutations in the ACAD8 gene. The ACAD8 gene provides instructions for making an enzyme that plays an essential role in breaking down proteins from the diet. Specifically, the enzyme is responsible for processing valine, an amino acid that is part of many proteins. If a mutation in the ACAD8 gene reduces or eliminates the activity of this enzyme, the body is unable to break down valine properly. As a result, poor growth and reduced energy production may occur.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05307', 'disease_name': 'Isodicentric Chromosome 15 Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05308', 'disease_name': 'Isolated Acth Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05309', 'disease_name': 'Isolated Anterior Cervical Hypertrichosis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05310', 'disease_name': 'Isolated Corpus Callosum Agenesis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05311', 'disease_name': 'Isolated Duane Retraction Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05312', 'disease_name': 'Isolated Ectopia Lentis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05313', 'disease_name': 'Isolated Growth Hormone Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05314', 'disease_name': 'Isolated Growth Hormone Deficiency Type 3', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05315', 'disease_name': 'Isolated Lissencephaly Sequence', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05316', 'disease_name': 'Isolated Pierre Robin Sequence', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05317', 'disease_name': 'Isotretinoin Embryopathy Like Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05318', 'disease_name': 'Isovaleric Acidemia', 'description': nan, 'causes': 'What causes isovaleric acidemia? Isovaleric acidemia is caused by mutations in the IVD gene. The IVD gene provides instructions for making an enzyme that plays an essential role in breaking down proteins from the diet. Specifically, this enzyme helps process the amino acid leucine, which is part of many proteins. If a mutation in the IVD gene reduces or eliminates the activity of this enzyme, the body is unable to break down leucine properly. As a result, an organic acid called isovaleric acid and related compounds build up to harmful levels in the body. This buildup damages the brain and nervous system, causing serious health problems.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05319', 'disease_name': 'Itch E3 Ubiquitin Ligase Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05320', 'disease_name': 'Itching Of Unknown Cause', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05321', 'disease_name': 'Ivic Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05322', 'disease_name': 'Jackson Weiss Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05323', 'disease_name': 'Jacobsen Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05324', 'disease_name': 'Jansen Type Metaphyseal Chondrodysplasia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05325', 'disease_name': 'Jaundice', 'description': 'Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05326', 'disease_name': 'Jaw Disorder', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05327', 'disease_name': 'Jejunal Atresia', 'description': nan, 'causes': 'What causes jejunal atresia? Jejunal atresia occurs when the membrane that attaches the small intestines to the abdominal wall (called the mesentery) is partially or completely absent. As a result, a portion of the small intestines (the jejunum) twists around an artery that supplies blood to the colon (the marginal artery). This leads to an intestinal blockage or ""atresia."" Jejunal atresia typically occurs sporadically in people with no family history of the condition. In these cases, the exact underlying cause is generally unknown; however, scientists suspect that it may be a consequence of disrupted blood flow in the developing fetus. Rarely, more than one family member can be affected by jejunal atresia, suggesting that there may be a genetic component in some cases.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05328', 'disease_name': 'Jensen Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05329', 'disease_name': 'Jervell And Lange Nielsen Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05330', 'disease_name': 'Jervell And Lange Nielsen Syndrome 2', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05331', 'disease_name': 'Jervell Lange Nielsen Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05332', 'disease_name': 'Johnson Munson Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05333', 'disease_name': 'Johnson Neuroectodermal Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05334', 'disease_name': 'Johnston Aarons Schelley Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05335', 'disease_name': 'Joint Effusion', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05336', 'disease_name': 'Jones Syndrome', 'description': nan, 'causes': 'What causes Jones syndrome? The exact, underlying genetic cause of Jones syndrome is not yet known.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
