disease_id,symptom_id,weight,confidence_score,symptom_severity_weight,evidence_count,source_count
dis_05254,sym_00242,2.8593,0.9531,3,61,1
dis_05254,sym_00370,1.7814,0.5938,3,38,1
dis_05254,sym_00371,1.6875,0.5625,3,36,1
dis_05255,sym_00029,1.5036,0.5012,3,1212,2
dis_05255,sym_00030,1.5135,0.5045,3,1220,2
dis_05255,sym_00031,1.4913,0.4971,3,1202,2
dis_05255,sym_00056,1.4964,0.4988,3,1206,2
dis_05255,sym_00116,1.5063,0.5021,3,1214,2
dis_05255,sym_00118,1.5162,0.5054,3,1222,2
dis_05255,sym_00172,1.4592,0.4864,3,1176,2
dis_05255,sym_00174,1.4838,0.4946,3,1196,2
dis_05255,sym_00227,1.5063,0.5021,3,1214,2
dis_05255,sym_00252,1.5237,0.5079,3,1228,2
dis_05255,sym_00479,1.4937,0.4979,3,1204,2
dis_05255,sym_00481,1.5708,0.5236,3,1266,2
dis_05256,sym_00043,1.4703,0.4901,3,223,1
dis_05256,sym_00098,2.3472,0.7824,3,356,1
dis_05256,sym_00112,1.5231,0.5077,3,231,1
dis_05256,sym_00136,1.3515,0.4505,3,205,1
dis_05256,sym_00176,1.4307,0.4769,3,217,1
dis_05256,sym_00277,1.5429,0.5143,3,234,1
dis_05256,sym_00292,2.758,0.5516,5,251,1
dis_05256,sym_00293,2.0769,0.6923,3,315,1
dis_05256,sym_00299,1.6089,0.5363,3,244,1
dis_05257,sym_00172,1.7142,0.5714,3,4,1
dis_05257,sym_00173,0.8571,0.2857,3,2,1
dis_05257,sym_00174,1.7142,0.5714,3,4,1
dis_05257,sym_00420,2.5713,0.8571,3,6,1
dis_05258,sym_00172,1.7382,0.5794,3,73,1
dis_05258,sym_00173,1.5477,0.5159,3,65,1
dis_05258,sym_00174,1.7619,0.5873,3,74,1
dis_05258,sym_00227,1.7142,0.5714,3,72,1
dis_05258,sym_00385,1.4286,0.4762,3,60,1
dis_05258,sym_00479,1.6428,0.5476,3,69,1
dis_05258,sym_00481,2.6667,0.8889,3,112,1
dis_05259,sym_00174,2.8125,0.9375,3,15,1
dis_05259,sym_00184,1.3125,0.4375,3,7,1
dis_05259,sym_00242,1.5,0.5,3,8,1
dis_05259,sym_00292,3.75,0.75,5,12,1
dis_05260,sym_00159,2.151,0.717,3,38,1
dis_05260,sym_00233,1.698,0.566,3,30,1
dis_05260,sym_00236,2.0376,0.6792,3,36,1
dis_05260,sym_00242,2.0943,0.6981,3,37,1
dis_05260,sym_00337,1.0755,0.3585,3,19,1
dis_05261,sym_00018,1.515,0.505,3,1218,2
dis_05261,sym_00020,1.53,0.51,3,1230,2
dis_05261,sym_00157,1.5225,0.5075,3,1224,2
dis_05261,sym_00159,1.5174,0.5058,3,1220,2
dis_05261,sym_00199,1.4775,0.4925,3,1188,2
dis_05261,sym_00208,1.4949,0.4983,3,1202,2
dis_05261,sym_00233,1.5348,0.5116,3,1234,2
dis_05261,sym_00234,1.4751,0.4917,3,1186,2
dis_05261,sym_00235,1.5474,0.5158,3,1244,2
dis_05261,sym_00242,1.4949,0.4983,3,1202,2
dis_05261,sym_00244,1.5696,0.5232,3,1262,2
dis_05261,sym_00337,1.5498,0.5166,3,1246,2
dis_05262,sym_00029,1.4058,0.4686,3,239,1
dis_05262,sym_00030,1.5765,0.5255,3,268,1
dis_05262,sym_00035,1.4529,0.4843,3,247,1
dis_05262,sym_00056,2.0352,0.6784,3,346,1
dis_05262,sym_00116,1.5411,0.5137,3,262,1
dis_05262,sym_00281,2.0175,0.6725,3,343,1
dis_05262,sym_00292,2.402,0.4804,5,245,1
dis_05262,sym_00376,1.5294,0.5098,3,260,1
dis_05262,sym_00377,2.0472,0.6824,3,348,1
dis_05263,sym_00035,2.0691,0.6897,3,20,1
dis_05263,sym_00176,2.3793,0.7931,3,23,1
dis_05263,sym_00292,2.931,0.5862,5,17,1
dis_05263,sym_00362,2.8965,0.9655,3,28,1
dis_05264,sym_00035,1.5417,0.5139,3,878,2
dis_05264,sym_00056,1.4637,0.4879,3,833,2
dis_05264,sym_00176,1.4943,0.4981,3,850,2
dis_05264,sym_00255,1.5285,0.5095,3,870,2
dis_05264,sym_00262,1.5321,0.5107,3,872,2
dis_05264,sym_00292,2.6715,0.5343,5,913,2
dis_05264,sym_00363,1.5318,0.5106,3,872,2
dis_05264,sym_00371,1.4616,0.4872,3,832,2
dis_05264,sym_00376,1.5585,0.5195,3,887,2
dis_05264,sym_00436,1.9917,0.6639,3,1136,2
dis_05264,sym_00479,1.4769,0.4923,3,841,2
dis_05265,sym_00003,1.5471,0.5157,3,345,1
dis_05265,sym_00152,1.4664,0.4888,3,327,1
dis_05265,sym_00174,2.0313,0.6771,3,453,1
dis_05265,sym_00219,1.5381,0.5127,3,343,1
dis_05265,sym_00244,2.0628,0.6876,3,460,1
dis_05265,sym_00248,1.4439,0.4813,3,322,1
dis_05265,sym_00327,1.5741,0.5247,3,351,1
dis_05265,sym_00387,1.5201,0.5067,3,339,1
dis_05265,sym_00395,1.6098,0.5366,3,359,1
dis_05265,sym_00396,1.4664,0.4888,3,327,1
dis_05268,sym_00091,3.0,1.0,3,9,1
dis_05268,sym_00120,3.0,1.0,3,9,1
dis_05275,sym_00005,1.4325,0.4775,3,244,1
dis_05275,sym_00080,2.1368,0.5342,4,273,1
dis_05275,sym_00147,1.5498,0.5166,3,264,1
dis_05275,sym_00176,1.5204,0.5068,3,259,1
dis_05275,sym_00288,2.583,0.5166,5,264,1
dis_05275,sym_00373,2.5752,0.6438,4,329,1
dis_05275,sym_00397,1.4853,0.4951,3,253,1
dis_05275,sym_00405,1.9785,0.6595,3,337,1
dis_05275,sym_00475,1.9197,0.6399,3,327,1
dis_05276,sym_00003,1.6572,0.5524,3,58,1
dis_05276,sym_00014,2.5428,0.8476,3,89,1
dis_05276,sym_00384,1.5144,0.5048,3,53,1
dis_05276,sym_00387,2.3715,0.7905,3,83,1
dis_05276,sym_00395,1.7715,0.5905,3,62,1
dis_05276,sym_00396,1.6857,0.5619,3,59,1
dis_05278,sym_00093,1.5306,0.5102,3,25,1
dis_05278,sym_00159,2.2653,0.7551,3,37,1
dis_05278,sym_00291,2.2041,0.7347,3,36,1
dis_05278,sym_00370,2.1429,0.7143,3,35,1
dis_05278,sym_00439,2.8164,0.9388,3,46,1
dis_05279,sym_00062,2.0523,0.6841,3,262,1
dis_05279,sym_00093,1.4649,0.4883,3,187,1
dis_05279,sym_00137,2.115,0.705,3,270,1
dis_05279,sym_00289,3.316,0.6632,5,254,1
dis_05279,sym_00359,2.0208,0.6736,3,258,1
dis_05279,sym_00360,2.0208,0.6736,3,258,1
dis_05279,sym_00370,1.4568,0.4856,3,186,1
dis_05279,sym_00371,1.4883,0.4961,3,190,1
dis_05279,sym_00464,2.585,0.517,5,198,1
dis_05280,sym_00016,1.5279,0.5093,3,82,1
dis_05280,sym_00080,3.3788,0.8447,4,136,1
dis_05280,sym_00093,1.6956,0.5652,3,91,1
dis_05280,sym_00148,2.5155,0.8385,3,135,1
dis_05280,sym_00288,2.671,0.5342,5,86,1
dis_05280,sym_00370,1.5093,0.5031,3,81,1
dis_05280,sym_00464,2.888,0.5776,5,93,1
dis_05281,sym_00062,1.4898,0.4966,3,221,1
dis_05281,sym_00076,2.0136,0.5034,4,224,1
dis_05281,sym_00289,3.292,0.6584,5,293,1
dis_05281,sym_00310,1.5102,0.5034,3,224,1
dis_05281,sym_00362,1.5372,0.5124,3,228,1
dis_05281,sym_00370,1.5639,0.5213,3,232,1
dis_05281,sym_00413,1.5909,0.5303,3,236,1
dis_05281,sym_00460,2.3124,0.7708,3,343,1
dis_05281,sym_00464,2.528,0.5056,5,225,1
dis_05284,sym_00048,1.4676,0.4892,3,295,1
dis_05284,sym_00091,1.4526,0.4842,3,292,1
dis_05284,sym_00099,2.3283,0.7761,3,468,1
dis_05284,sym_00105,1.9568,0.4892,4,295,1
dis_05284,sym_00154,1.5672,0.5224,3,315,1
dis_05284,sym_00176,1.4976,0.4992,3,301,1
dis_05284,sym_00289,2.5205,0.5041,5,304,1
dis_05284,sym_00368,1.4925,0.4975,3,300,1
dis_05284,sym_00464,2.3385,0.4677,5,282,1
dis_05284,sym_00470,1.4877,0.4959,3,299,1
dis_05285,sym_00091,2.7501,0.9167,3,11,1
dis_05285,sym_00176,3.0,1.0,3,12,1
dis_05285,sym_00368,2.0001,0.6667,3,8,1
dis_05286,sym_00006,2.1336,0.7112,3,229,1
dis_05286,sym_00091,2.3571,0.7857,3,253,1
dis_05286,sym_00097,1.584,0.528,3,170,1
dis_05286,sym_00099,1.4256,0.4752,3,153,1
dis_05286,sym_00105,2.0868,0.5217,4,168,1
dis_05286,sym_00176,1.7142,0.5714,3,184,1
dis_05286,sym_00368,1.5279,0.5093,3,164,1
dis_05286,sym_00464,3.5405,0.7081,5,228,1
dis_05294,sym_00052,3.0,1.0,3,4,1
dis_05294,sym_00120,2.25,0.75,3,3,1
dis_05294,sym_00370,2.25,0.75,3,3,1
dis_05297,sym_00070,1.4394,0.4798,3,238,1
dis_05297,sym_00099,1.4757,0.4919,3,244,1
dis_05297,sym_00128,1.506,0.502,3,249,1
dis_05297,sym_00131,1.5969,0.5323,3,264,1
dis_05297,sym_00161,2.0322,0.6774,3,336,1
dis_05297,sym_00176,2.0805,0.6935,3,344,1
dis_05297,sym_00239,2.0019,0.6673,3,331,1
dis_05297,sym_00307,1.6632,0.5544,3,275,1
dis_05297,sym_00431,1.4697,0.4899,3,243,1
dis_05298,sym_00052,1.4889,0.4963,3,339,1
dis_05298,sym_00105,1.9736,0.4934,4,337,1
dis_05298,sym_00140,2.0204,0.5051,4,345,1
dis_05298,sym_00177,1.9854,0.6618,3,452,1
dis_05298,sym_00178,1.5726,0.5242,3,358,1
dis_05298,sym_00205,1.9854,0.6618,3,452,1
dis_05298,sym_00353,1.5636,0.5212,3,356,1
dis_05298,sym_00359,1.4847,0.4949,3,338,1
dis_05298,sym_00360,1.4847,0.4949,3,338,1
dis_05298,sym_00470,1.5726,0.5242,3,358,1
dis_05298,sym_00473,1.4847,0.4949,3,338,1
dis_05301,sym_00025,1.4001,0.4667,3,238,1
dis_05301,sym_00062,1.4472,0.4824,3,246,1
dis_05301,sym_00093,1.4472,0.4824,3,246,1
dis_05301,sym_00148,2.0472,0.6824,3,348,1
dis_05301,sym_00204,2.0118,0.6706,3,342,1
dis_05301,sym_00261,1.5354,0.5118,3,261,1
dis_05301,sym_00289,3.3135,0.6627,5,338,1
dis_05301,sym_00370,1.5117,0.5039,3,257,1
dis_05301,sym_00455,1.5117,0.5039,3,257,1
dis_05304,sym_00052,2.0778,0.6926,3,196,1
dis_05304,sym_00062,2.0142,0.6714,3,190,1
dis_05304,sym_00076,1.9648,0.4912,4,139,1
dis_05304,sym_00289,3.498,0.6996,5,198,1
dis_05304,sym_00362,2.0142,0.6714,3,190,1
dis_05304,sym_00370,1.5582,0.5194,3,147,1
dis_05304,sym_00464,3.198,0.6396,5,181,1
dis_05305,sym_00068,1.5744,0.5248,3,465,1
dis_05305,sym_00105,2.0452,0.5113,4,453,1
dis_05305,sym_00140,2.0812,0.5203,4,461,1
dis_05305,sym_00266,1.5069,0.5023,3,445,1
dis_05305,sym_00282,1.2754,0.6377,2,565,1
dis_05305,sym_00317,2.0588,0.5147,4,456,1
dis_05305,sym_00327,1.6017,0.5339,3,473,1
dis_05305,sym_00371,1.6152,0.5384,3,477,1
dis_05305,sym_00373,4.0224,1.0056,4,891,1
dis_05305,sym_00439,1.5069,0.5023,3,445,1
dis_05320,sym_00003,1.512,0.504,3,254,1
dis_05320,sym_00016,1.6251,0.5417,3,273,1
dis_05320,sym_00152,2.0061,0.6687,3,337,1
dis_05320,sym_00219,1.512,0.504,3,254,1
dis_05320,sym_00223,1.5654,0.5218,3,263,1
dis_05320,sym_00336,2.0475,0.6825,3,344,1
dis_05320,sym_00384,1.4346,0.4782,3,241,1
dis_05320,sym_00395,1.4523,0.4841,3,244,1
dis_05320,sym_00460,1.9821,0.6607,3,333,1
dis_05325,sym_00002,3.8,0.95,4,114,1
dis_05325,sym_00085,3.8,0.95,4,114,1
dis_05325,sym_00140,3.8,0.95,4,114,1
dis_05325,sym_00181,6.65,0.95,7,114,1
dis_05325,sym_00217,0.95,0.95,1,114,1
dis_05325,sym_00464,4.75,0.95,5,114,1
dis_05325,sym_00474,2.85,0.95,3,114,1
dis_05325,sym_00486,2.85,0.95,3,114,1
dis_05326,sym_00096,2.268,0.756,3,254,1
dis_05326,sym_00136,1.4733,0.4911,3,165,1
dis_05326,sym_00176,1.6071,0.5357,3,180,1
dis_05326,sym_00226,1.9911,0.6637,3,223,1
dis_05326,sym_00277,1.5,0.5,3,168,1
dis_05326,sym_00291,2.0358,0.6786,3,228,1
dis_05326,sym_00327,1.5357,0.5119,3,172,1
dis_05326,sym_00447,1.5357,0.5119,3,172,1
dis_05335,sym_00018,1.6035,0.5345,3,240,1
dis_05335,sym_00020,1.6236,0.5412,3,243,1
dis_05335,sym_00116,1.4433,0.4811,3,216,1
dis_05335,sym_00233,1.5234,0.5078,3,228,1
dis_05335,sym_00234,2.0979,0.6993,3,314,1
dis_05335,sym_00235,1.6101,0.5367,3,241,1
dis_05335,sym_00337,1.53,0.51,3,229,1
dis_05335,sym_00479,2.2785,0.7595,3,341,1
dis_05335,sym_00481,1.5234,0.5078,3,228,1
dis_05358,sym_00035,1.8183,0.6061,3,20,1
dis_05358,sym_00172,2.7273,0.9091,3,30,1
dis_05358,sym_00227,2.0001,0.6667,3,22,1
dis_05358,sym_00233,1.8183,0.6061,3,20,1
dis_05358,sym_00481,2.8182,0.9394,3,31,1
dis_05365,sym_00090,3.0,1.0,3,1,1
dis_05365,sym_00119,3.0,1.0,3,1,1
dis_05391,sym_00053,1.8375,0.6125,3,49,1
dis_05391,sym_00167,2.3625,0.7875,3,63,1
dis_05391,sym_00207,2.3625,0.7875,3,63,1
dis_05391,sym_00230,1.6125,0.5375,3,43,1
dis_05391,sym_00362,1.5375,0.5125,3,41,1
dis_05393,sym_00097,1.2354,0.4118,3,7,1
dis_05393,sym_00142,2.8236,0.9412,3,16,1
dis_05393,sym_00373,2.5884,0.6471,4,11,1
dis_05393,sym_00435,1.9413,0.6471,3,11,1
dis_05395,sym_00031,1.5426,0.5142,3,145,1
dis_05395,sym_00244,1.4682,0.4894,3,138,1
dis_05395,sym_00289,2.6775,0.5355,5,151,1
dis_05395,sym_00371,2.0637,0.6879,3,194,1
dis_05395,sym_00373,2.014,0.5035,4,142,1
dis_05395,sym_00422,2.298,0.766,3,216,1
dis_05395,sym_00435,1.5,0.5,3,141,1
dis_05395,sym_00464,2.5355,0.5071,5,143,1
dis_05397,sym_00035,1.5795,0.5265,3,476,1
dis_05397,sym_00053,1.4337,0.4779,3,432,1
dis_05397,sym_00165,1.5399,0.5133,3,464,1
dis_05397,sym_00255,1.5264,0.5088,3,460,1
dis_05397,sym_00261,1.47,0.49,3,443,1
dis_05397,sym_00314,1.53,0.51,3,461,1
dis_05397,sym_00362,1.4403,0.4801,3,434,1
dis_05397,sym_00370,1.4802,0.4934,3,446,1
dis_05397,sym_00380,1.5729,0.5243,3,474,1
dis_05397,sym_00416,1.5033,0.5011,3,453,1
dis_05397,sym_00464,3.529,0.7058,5,638,1
dis_05413,sym_00232,2.6037,0.8679,3,92,1
dis_05413,sym_00233,1.5282,0.5094,3,54,1
dis_05413,sym_00234,1.698,0.566,3,60,1
dis_05413,sym_00235,1.5849,0.5283,3,56,1
dis_05413,sym_00236,1.6698,0.5566,3,59,1
dis_05413,sym_00243,1.3869,0.4623,3,49,1
dis_05413,sym_00245,1.698,0.566,3,60,1
dis_05437,sym_00098,2.0046,0.6682,3,437,1
dis_05437,sym_00105,1.994,0.4985,4,326,1
dis_05437,sym_00112,2.0964,0.6988,3,457,1
dis_05437,sym_00176,1.5504,0.5168,3,338,1
dis_05437,sym_00252,1.5825,0.5275,3,345,1
dis_05437,sym_00289,2.523,0.5046,5,330,1
dis_05437,sym_00329,1.4724,0.4908,3,321,1
dis_05437,sym_00407,1.4907,0.4969,3,325,1
dis_05437,sym_00417,1.5504,0.5168,3,338,1
dis_05437,sym_00464,2.676,0.5352,5,350,1
dis_05440,sym_00062,1.7079,0.5693,3,78,1
dis_05440,sym_00093,1.5327,0.5109,3,70,1
dis_05440,sym_00148,2.2335,0.7445,3,102,1
dis_05440,sym_00194,2.2116,0.7372,3,101,1
dis_05440,sym_00288,4.27,0.854,5,117,1
dis_05440,sym_00373,2.2188,0.5547,4,76,1
dis_05457,sym_00079,1.5087,0.5029,3,341,1
dis_05457,sym_00080,2.0472,0.5118,4,347,1
dis_05457,sym_00096,1.4868,0.4956,3,336,1
dis_05457,sym_00097,1.9824,0.6608,3,448,1
dis_05457,sym_00112,1.5399,0.5133,3,348,1
dis_05457,sym_00147,1.5441,0.5147,3,349,1
dis_05457,sym_00189,1.4424,0.4808,3,326,1
dis_05457,sym_00288,2.5665,0.5133,5,348,1
dis_05457,sym_00405,1.5486,0.5162,3,350,1
dis_05457,sym_00439,2.0751,0.6917,3,469,1
dis_05464,sym_00029,1.629,0.543,3,183,1
dis_05464,sym_00116,1.5756,0.5252,3,177,1
dis_05464,sym_00172,2.0118,0.6706,3,226,1
dis_05464,sym_00173,2.0565,0.6855,3,231,1
dis_05464,sym_00227,2.2254,0.7418,3,250,1
dis_05464,sym_00252,1.5489,0.5163,3,174,1
dis_05464,sym_00376,1.3977,0.4659,3,157,1
dis_05464,sym_00479,1.5579,0.5193,3,175,1
dis_05508,sym_00140,2.0,0.5,4,5,1
dis_05508,sym_00147,1.2,0.4,3,4,1
dis_05508,sym_00277,1.8,0.6,3,6,1
dis_05508,sym_00283,3.0,1.0,3,10,1
dis_05518,sym_00006,1.8987,0.6329,3,50,1
dis_05518,sym_00089,1.443,0.481,3,38,1
dis_05518,sym_00091,2.2026,0.7342,3,58,1
dis_05518,sym_00103,1.5948,0.5316,3,42,1
dis_05518,sym_00190,2.5062,0.8354,3,66,1
dis_05521,sym_00080,2.3384,0.5846,4,38,1
dis_05521,sym_00219,1.7538,0.5846,3,38,1
dis_05521,sym_00223,2.4462,0.8154,3,53,1
dis_05521,sym_00241,2.5386,0.8462,3,55,1
dis_05521,sym_00288,4.6925,0.9385,5,61,1
dis_05522,sym_00003,3.0,1.0,3,9,1
dis_05522,sym_00097,3.0,1.0,3,9,1
dis_05522,sym_00385,3.0,1.0,3,9,1
dis_05525,sym_00097,2.4408,0.8136,3,48,1
dis_05525,sym_00219,1.8306,0.6102,3,36,1
dis_05525,sym_00387,1.6779,0.5593,3,33,1
dis_05525,sym_00395,1.6272,0.5424,3,32,1
dis_05525,sym_00460,2.7966,0.9322,3,55,1
dis_05548,sym_00003,1.5483,0.5161,3,353,1
dis_05548,sym_00028,1.5657,0.5219,3,357,1
dis_05548,sym_00034,1.4826,0.4942,3,338,1
dis_05548,sym_00056,2.0481,0.6827,3,467,1
dis_05548,sym_00167,1.9692,0.6564,3,449,1
dis_05548,sym_00291,1.5306,0.5102,3,349,1
dis_05548,sym_00375,1.5351,0.5117,3,350,1
dis_05548,sym_00385,1.5087,0.5029,3,344,1
dis_05548,sym_00387,1.5132,0.5044,3,345,1
dis_05548,sym_00396,1.4034,0.4678,3,320,1
dis_05555,sym_00086,1.9593,0.6531,3,32,1
dis_05555,sym_00167,2.8164,0.9388,3,46,1
dis_05555,sym_00370,1.7142,0.5714,3,28,1
dis_05555,sym_00413,1.7142,0.5714,3,28,1
dis_05555,sym_00455,1.4694,0.4898,3,24,1
dis_05556,sym_00052,1.5336,0.5112,3,1236,2
dis_05556,sym_00093,1.4913,0.4971,3,1202,2
dis_05556,sym_00177,1.4865,0.4955,3,1198,2
dis_05556,sym_00224,1.5285,0.5095,3,1232,2
dis_05556,sym_00289,2.6055,0.5211,5,1260,2
dis_05556,sym_00327,1.5309,0.5103,3,1234,2
dis_05556,sym_00370,1.521,0.507,3,1226,2
dis_05556,sym_00373,1.9092,0.4773,4,1154,2
dis_05556,sym_00380,1.4964,0.4988,3,1206,2
dis_05556,sym_00453,1.5135,0.5045,3,1220,2
dis_05556,sym_00455,1.5732,0.5244,3,1268,2
dis_05556,sym_00470,1.4913,0.4971,3,1202,2
dis_05581,sym_00035,1.7886,0.5962,3,93,1
dis_05581,sym_00184,2.2884,0.7628,3,119,1
dis_05581,sym_00242,1.6731,0.5577,3,87,1
dis_05581,sym_00254,1.9809,0.6603,3,103,1
dis_05581,sym_00255,1.8078,0.6026,3,94,1
dis_05581,sym_00282,1.359,0.6795,2,106,1
dis_05581,sym_00380,2.2308,0.7436,3,116,1
dis_05584,sym_00080,2.2744,0.5686,4,29,1
dis_05584,sym_00086,1.5294,0.5098,3,26,1
dis_05584,sym_00140,2.3528,0.5882,4,30,1
dis_05584,sym_00179,2.0001,0.6667,3,34,1
dis_05584,sym_00245,1.5294,0.5098,3,26,1
dis_05584,sym_00373,2.1176,0.5294,4,27,1
dis_05584,sym_00402,1.5294,0.5098,3,26,1
dis_05585,sym_00012,2.1999,0.7333,3,11,1
dis_05585,sym_00035,1.8,0.6,3,9,1
dis_05585,sym_00371,2.4,0.8,3,12,1
dis_05585,sym_00373,4.0,1.0,4,15,1
dis_05588,sym_00003,1.5639,0.5213,3,110,1
dis_05588,sym_00091,2.0616,0.6872,3,145,1
dis_05588,sym_00140,2.0284,0.5071,4,107,1
dis_05588,sym_00147,1.6494,0.5498,3,116,1
dis_05588,sym_00176,2.0331,0.6777,3,143,1
dis_05588,sym_00184,2.5023,0.8341,3,176,1
dis_05588,sym_00434,1.5072,0.5024,3,106,1
dis_05589,sym_00080,3.064,0.766,4,347,1
dis_05589,sym_00112,1.4901,0.4967,3,225,1
dis_05589,sym_00147,1.596,0.532,3,241,1
dis_05589,sym_00291,1.4901,0.4967,3,225,1
dis_05589,sym_00292,2.5385,0.5077,5,230,1
dis_05589,sym_00294,1.6224,0.5408,3,245,1
dis_05589,sym_00370,1.9536,0.6512,3,295,1
dis_05589,sym_00396,1.4637,0.4879,3,221,1
dis_05589,sym_00405,1.5099,0.5033,3,228,1
dis_05591,sym_00029,3.0,1.0,3,3,1
dis_05591,sym_00294,3.0,1.0,3,3,1
dis_05593,sym_00003,1.5504,0.5168,3,261,1
dis_05593,sym_00152,1.6041,0.5347,3,270,1
dis_05593,sym_00159,2.0079,0.6693,3,338,1
dis_05593,sym_00242,1.503,0.501,3,253,1
dis_05593,sym_00244,1.5387,0.5129,3,259,1
dis_05593,sym_00266,1.9485,0.6495,3,328,1
dis_05593,sym_00327,1.485,0.495,3,250,1
dis_05593,sym_00387,1.5801,0.5267,3,266,1
dis_05593,sym_00442,2.0019,0.6673,3,337,1
dis_05599,sym_00112,2.85,0.95,3,19,1
dis_05599,sym_00232,2.55,0.85,3,17,1
dis_05599,sym_00405,1.65,0.55,3,11,1
dis_05600,sym_00140,1.8648,0.4662,4,62,1
dis_05600,sym_00167,2.5038,0.8346,3,111,1
dis_05600,sym_00189,2.2557,0.7519,3,100,1
dis_05600,sym_00221,2.2332,0.7444,3,99,1
dis_05600,sym_00291,1.7367,0.5789,3,77,1
dis_05600,sym_00359,1.7367,0.5789,3,77,1
dis_05600,sym_00360,1.7367,0.5789,3,77,1
dis_05610,sym_00008,1.5207,0.5069,3,875,2
dis_05610,sym_00044,1.4982,0.4994,3,862,2
dis_05610,sym_00048,1.5585,0.5195,3,897,2
dis_05610,sym_00099,1.4895,0.4965,3,857,2
dis_05610,sym_00106,1.968,0.656,3,1134,2
dis_05610,sym_00161,1.6017,0.5339,3,922,2
dis_05610,sym_00216,1.4757,0.4919,3,849,2
dis_05610,sym_00239,1.5399,0.5133,3,886,2
dis_05610,sym_00307,1.4877,0.4959,3,856,2
dis_05610,sym_00407,1.4964,0.4988,3,861,2
dis_05610,sym_00431,1.476,0.492,3,849,2
dis_05617,sym_00105,2.9716,0.7429,4,26,1
dis_05617,sym_00242,1.5429,0.5143,3,18,1
dis_05617,sym_00371,3.0,1.0,3,35,1
dis_05617,sym_00373,3.5428,0.8857,4,31,1
dis_05622,sym_00069,2.85,0.95,3,114,1
dis_05622,sym_00094,5.4,0.9,6,108,1
dis_05622,sym_00137,3.0,1.0,3,15,1
dis_05622,sym_00147,2.0001,0.6667,3,10,1
dis_05622,sym_00176,2.7249,0.9083,3,127,2
dis_05622,sym_00181,6.65,0.95,7,114,1
dis_05622,sym_00232,2.4,0.8,3,12,1
dis_05622,sym_00282,2.0,1.0,2,120,1
dis_05622,sym_00289,4.75,0.95,5,114,1
dis_05622,sym_00417,2.85,0.95,3,114,1
dis_05622,sym_00464,4.75,0.95,5,114,1
dis_05624,sym_00003,2.0436,0.6812,3,94,1
dis_05624,sym_00061,1.9782,0.6594,3,91,1
dis_05624,sym_00214,2.4783,0.8261,3,114,1
dis_05624,sym_00268,1.7175,0.5725,3,79,1
dis_05624,sym_00309,1.8477,0.6159,3,85,1
dis_05624,sym_00420,2.3262,0.7754,3,107,1
dis_05628,sym_00091,2.3205,0.7735,3,140,1
dis_05628,sym_00176,1.6575,0.5525,3,100,1
dis_05628,sym_00204,2.4696,0.8232,3,149,1
dis_05628,sym_00262,1.5579,0.5193,3,94,1
dis_05628,sym_00371,1.4088,0.4696,3,85,1
dis_05628,sym_00373,2.0112,0.5028,4,91,1
dis_05628,sym_00464,2.6795,0.5359,5,97,1
dis_05650,sym_00011,1.5768,0.5256,3,1272,2
dis_05650,sym_00025,1.4652,0.4884,3,1182,2
dis_05650,sym_00089,1.485,0.495,3,1198,2
dis_05650,sym_00090,1.4949,0.4983,3,1206,2
dis_05650,sym_00091,1.4976,0.4992,3,1208,2
dis_05650,sym_00097,1.4802,0.4934,3,1194,2
dis_05650,sym_00108,1.5273,0.5091,3,1232,2
dis_05650,sym_00122,1.5594,0.5198,3,1258,2
dis_05650,sym_00141,1.5348,0.5116,3,1238,2
dis_05650,sym_00190,1.5495,0.5165,3,1250,2
dis_05650,sym_00259,1.557,0.519,3,1256,2
dis_05650,sym_00437,1.4727,0.4909,3,1188,2
dis_05657,sym_00030,2.8236,0.9412,3,16,1
dis_05657,sym_00311,2.8236,0.9412,3,16,1
dis_05657,sym_00396,2.1177,0.7059,3,12,1
dis_05660,sym_00080,3.0,0.75,4,108,1
dis_05660,sym_00098,2.3751,0.7917,3,114,1
dis_05660,sym_00105,2.2224,0.5556,4,80,1
dis_05660,sym_00112,1.5624,0.5208,3,75,1
dis_05660,sym_00136,1.4166,0.4722,3,68,1
dis_05660,sym_00288,3.889,0.7778,5,112,1
dis_05674,sym_00232,3.0,1.0,3,4,1
dis_05674,sym_00261,3.0,1.0,3,4,1
dis_05699,sym_00003,1.572,0.524,3,142,1
dis_05699,sym_00209,1.6053,0.5351,3,145,1
dis_05699,sym_00222,1.9482,0.6494,3,176,1
dis_05699,sym_00385,1.6272,0.5424,3,147,1
dis_05699,sym_00387,1.5942,0.5314,3,144,1
dis_05699,sym_00388,1.5276,0.5092,3,138,1
dis_05699,sym_00396,1.5054,0.5018,3,136,1
dis_05699,sym_00427,2.3802,0.7934,3,215,1
dis_05705,sym_00016,1.4733,0.4911,3,138,1
dis_05705,sym_00098,1.5267,0.5089,3,143,1
dis_05705,sym_00105,2.05,0.5125,4,144,1
dis_05705,sym_00112,1.9965,0.6655,3,187,1
dis_05705,sym_00136,2.3487,0.7829,3,220,1
dis_05705,sym_00176,1.5054,0.5018,3,141,1
dis_05705,sym_00289,2.598,0.5196,5,146,1
dis_05705,sym_00364,1.5693,0.5231,3,147,1
dis_05706,sym_00091,2.8332,0.9444,3,17,1
dis_05706,sym_00103,2.1666,0.7222,3,13,1
dis_05706,sym_00105,4.0,1.0,4,18,1
dis_05706,sym_00176,2.1666,0.7222,3,13,1
